"categoryName","website","title","emails","phones","address","reviewsCount","placeId"
"Taller de reparación de automóviles",,"Cga Car Service Autos Febomar S.L.",,,"Carrer d'Emili Panach i Ramos ""Milo"", s/n, Benimaclet, 46020 València, Valencia, España","19","ChIJXfyc0KFIYA0Rj0n96Bn8-Y0"
"Taller de reparación de automóviles","http://www.talleresyuricar.com/","Talleres YuriCar Valencia",,,"Avinguda de la Constitució, 128, La Saïdia, 46009 València, Valencia, España","187","ChIJLWGfPf5FYA0R7vZnBUEretE"
"Taller de reparación de automóviles","https://talleresautopower.com/","Taller Mecánico Autopower",,,"Carrer de Portaceli, 27, Rascanya, 46019 Rascaña, Valencia, España","109","ChIJkVQmmZNJYA0RIx0HLr7L-vc"
"Taller de reparación de automóviles",,"Talleres Serpis",,,"C/ del Serpis, 11, Algirós, 46021 València, Valencia, España","58","ChIJH8S1YppIYA0Rs2EpA_1UQGw"
"Compañía del gas","https://citaprevia.endesa.es/citaprevia/?codOficina=XVA051&gmb=XVA051%3Apuntoe%3Aowm%3Aeees%3Acap%3Aeng%3Ana%3Aorg%3Aropo%3Ana%3Ana%3Avalencia%3Actl%3Ana%3Ana%3Acitaprevia%3Ana%3Ana%3Ana%3Ana%3A%3Amtd%3A%3A%3A%3A","Oficina Endesa Intecas De Gas",,,"Carrer del Dr. Peset Cervera, 19, Bajo, Extramurs, 46008 València, Valencia, España","214","ChIJHzvS4ERPYA0ReAQEKX5W-TI"
"Taller de reparación de automóviles","https://www.midas.es/talleres-coche-moto-midas/comunidad-valenciana/valencia/valencia/valenciacalle-maestro-rodrigo_3631","Midas VALENCIA/Calle Maestro Rodrigo",,,"Av. del Mestre Rodrigo, 37, Campanar, 46015 València, Valencia, España","353","ChIJn8gZdmRPYA0RM1Ud6eEt1VE"
"Taller de reparación de automóviles",,"Taller 804",,,"Carrer de la Ciutat de Mula, 21, Bajo, El Llano del Real, 46021 València, Valencia, España","105","ChIJS52iDJdIYA0Rt6x5Rkdk2Rg"
"Taller de automóviles","http://www.instagram.com/talleresbenicalap","Talleres Benicalap",,,"C/ de José Grollo, 117, Benicalap, 46025 València, Valencia, España","231","ChIJtdAD1PJFYA0RWayDkki97jI"
"Contratista de aire acondicionado",,"Laura Ramos Pardo",,,"Carrer de la Rbla., 12, Benimaclet, 46020 València, Valencia, España",,"ChIJTaoOSR5GYA0Rw5jPiw3xgsY"
"Departamento","https://valencia.blue/listing/en/607148","Auténtico Central Encantador/Wifi/Aire Acondicionado",,,"Ciutat Vella, 46001 Valencia, España",,"ChIJLzvsLE5PYA0RWFu623o-lsA"
"Tienda aire acondicionado","https://www.milar.es/tiendas/milar-munoz.html?utm_source=G&utm_medium=&utm_campaign=google-local","Milar Muñoz",,,"Carrer de Enrique Navarro, 28, Benimaclet, 46020 València, Valencia, España","265","ChIJC6zbX6BIYA0RrYpjtxtJxDg"
"Tienda aire acondicionado","https://www.milar.es/tiendas/milar-ramon-llosa-valencia.html?utm_source=G&utm_medium=&utm_campaign=google-local","Milar Ramón Llosá Muebles de Cocina",,,"Carrer del Cronista Almela i Vives, 2, El Pla del Real, 46010 València, Valencia, España","110","ChIJofT9nKJIYA0RZn00An_biCA"
"Servicio de antenas","http://hiperantena.com/","Hiper Antena Valencia",,,"C/ de Vicent Canet, 1, Benicalap, 46025 València, Valencia, España","60","ChIJgYG1cAhGYA0RZAmxYhaSPSs"
"Departamento","https://irpropertymanagement.holidayfuture.com/listings/558339?googleVR=1&utm_source=google&utm_medium=vacation_rentals","Loft Luminoso | Adaptado | Smart TV | Aire acondicionado | 2 personas",,,"Rascaña, 46019 Valencia, España","4","ChIJHxcbYf1FYA0Rg1TwuvxWL1Q"
"Contratista de aire acondicionado","http://www.saneamientosorts.com/","Saneamientos Orts Showroom",,,"Avinguda de la Constitució, 30, La Saïdia, 46009 València, Valencia, España","290","ChIJJbRZ8lVPYA0RLVh6W8WhNo0"
"Departamento","https://www.holidu.de/d/55302806?ref_source=google_vr&utm_source=google_vr_holidu","Apartamento 'Cristina Center' con balcón, Wi-Fi y aire acondicionado",,,"La Zaidía, 46009 Valencia, España","6","ChIJh-HItgFGYA0R9NZ6IdDztfo"
"Taller de reparación de automóviles",,"Ohanna | Taller Mecánico",,,"Av. del Primat Reig, 27, Rascanya, 46019 València, Valencia, España","48","ChIJeVMmMdRHYA0RgA-g2-8ZRls"
"Taller de reparación de automóviles",,"Talleres Epamotor",,,"Carrer del Doctor Machí, 2, La Saïdia, 46009 València, Valencia, España","31","ChIJXdsGdlhPYA0Rq9tsNzmTBK0"
"Taller de reparación de automóviles",,"Taller Álvarez",,,"Avinguda de Campanar, 120, Campanar, 46015 València, Valencia, España","35","ChIJ0ahccWdPYA0RrN2TjR_EX_4"
"Taller de automóviles","https://www.quadis.es/","Taller Oficial Ferrari | QUADIS Gallery",,,"Av. del Mestre Rodrigo, 50, A, Campanar, 46035 València, Valencia, España","2","ChIJB2DOX5VFYA0Ry9QyIbYEbE0"
"Tienda de móviles","https://tiendasneksus.es/tiendas/neksus-calle-emilio-baro-38-valencia","Neksus: Telefonía y móviles",,,"Carrer d'Emili Baró, 38, Benimaclet, 46020 València, Valencia, España","426","ChIJ_0hEtkJHYA0REfzGTqA-kxE"
"Taller de reparación de automóviles","https://cubesa.blogspot.com/","Talleres Checar",,,"Av. de Burjassot, 257, Benicalap, 46015 València, Valencia, España","44","ChIJI2KXmo1FYA0RlknJhDOGLoA"
"Taller mecánico",,"Talleres Ohanna 2",,,"Carrer de Sant Vicent de Paül, 29, bajo, Rascaña, 46019 València, Valencia, España","9","ChIJJWvLwWRHYA0Rz0rVVapjXpQ"
"Servicio de reparación de aire acondicionado","https://www.electricistavalencia.com/servicios/aire-acondicionado","INSTALADOR AIRE ACONDICIONADO",,,,,"ChIJQc7-2PxFYA0RHd6l7vovdX8"
"Taller mecánico","https://cubesa.blogspot.com/","Talleres Santiago Automoción",,,"C. dels Plàtans, 32, Benicalap, 46025 València, Valencia, España","84","ChIJJVaCW_FFYA0RgQ9ijOwnREE"
"Taller de reparación de automóviles","https://www.eurotaller.com/taller/1328/talleres-jovima","Taller Coches Jovima Instalación GLP Valencia",,,"C/ de Cavite, 183, B Dcha, Poblados Marítimos, 46011 València, Valencia, España","136","ChIJb5ILmHdIYA0RT_rEgbbe1vc"
"Taller de reparación de automóviles","http://www.pinauto.net/","PINAUTO",,,"Carrer de Marcel·lí Giner, 10, Benimaclet, 46020 València, Valencia, España","369","ChIJTcQU_p9IYA0RgBqR0B34F5o"
"Taller de reparación de automóviles","https://autoya.es/?utm_source=googlemaps&utm_medium=organic&utm_campaign=gbp&utm_content=peset","AUTOYA – Taller mecánico Peset Aleixandre",,,"Av. del Dr. Peset Aleixandre, 49, La Saïdia, 46009 València, Valencia, España","209","ChIJf80m1f1FYA0ROn536Ku29VY"
"Tienda de electrónica","https://www.mediamarkt.es/?utm_source=google-places&utm_medium=seo-places-link&utm_campaign=rt_google-places_consideration_nsp_968_extended-network","MediaMarkt",,,"Av. de les Corts Valencianes, 35, Campanar, 46015 València, Valencia, España","8841","ChIJ1y8VJYlFYA0RzDv5m09rGkE"
"Taller de reparación de automóviles",,"Taller tajo",,,"C/ del Riu Tajo, 28, Poblats Marítims, 46011 València, Valencia, España","40","ChIJO14VxHpIYA0RCzxI1eh93hY"
"Servicio de lavado de coches","http://autobanataller.com/","lavadero de coches y taller de mecánica - AutoBana",,,"Av. del Dr. Peset Aleixandre, 127, La Saïdia, 46009 València, Valencia, España","139","ChIJq2Sy3UpFYA0RHf54_sgH6Cs"
"Taller de chapa y pintura","http://www.talleresapariciovalencia.es/","Talleres Fco.Jose Chiquero| Taller Chapa y Pintura",,,"C de Sant Domènec Savio, 71, Rascanya, 46019 València, Valencia, España","123","ChIJAfHjFnJGYA0Rw5GJLl8e2Rg"
"Taller de reparación de automóviles",,"Neumáticos Daniel Marín",,,"Avinguda de la Constitució, 2, y 6, La Zaidía, 46009 València, Valencia, España","122","ChIJOWmdzlVPYA0R_tN8aiAjuzI"
"Alojamiento","https://www.holidu.de/d/61166790?ref_source=google_vr&utm_source=google_vr_holidu","Apartamento 'Torres De Quart Tu Casa' con balcón, Wi-Fi y aire acondicionado",,,"Extramurs, 46008 Valencia, España",,"ChIJy-VZW0VPYA0Rsflc9wpVKHU"
"Alojamiento","https://www.holidu.de/d/65888708?ref_source=google_vr&utm_source=google_vr_holidu","Apartamento 'Mestalla Flats Rut' con terraza privada, Wi-Fi y aire acondicionado",,,"El Llano del Real, 46010 Valencia, España",,"ChIJ_3uYnKJIYA0RGIK6wC1BDng"
"Alojamiento","https://www.holidu.de/d/56542424?ref_source=google_vr&utm_source=google_vr_eb","Apartamento estudio '2º In The Old Center' con balcón, Wi-Fi y aire acondicionado.",,,"Ciutat Vella, 46003 Valencia, España",,"ChIJgYAJW1FPYA0R6SJkPFzLVA8"
"Alojamiento","https://br.bluepillow.com/search/67a4b7d3064d51dcdc8dee14?dest=bpex&cat=Apartment&lat=39.47977&lng=-0.37999&language=pt","Apartamento estudio 'Loft 1º con Azotea' con balcón, Wi-Fi y aire acondicionado",,,"Ciutat Vella, 46003 Valencia, España",,"ChIJs0IKW1FPYA0Rm-7HIMmxORA"
"Alojamiento",,"Estudio 'Loft 1º con Terraza en la Azotea' con Wi-Fi y Aire Acondicionado",,,"Ciutat Vella, 46003 Valencia, España",,"ChIJgYAJW1FPYA0RbD4UHYVv8Kw"
"Servicio de reparación de aire acondicionado","https://g.co/kgs/zVTuCFw","Electrofiel | Servicio Técnico",,,"C de Sant Domènec Savio, 79, Rascanya, 46019 València, Valencia, España","226","ChIJk7tLRMhFYA0RqdBgWNABGpQ"
"Taller de reparación de automóviles","http://www.autofecar.com/","AUTOFECAR S.L.U.",,,"C/ del Pare Urbano, 10, La Saïdia, 46009 València, Valencia, España","99","ChIJI1ELjgBGYA0RSKe1QxkZ-JQ"
"Contratista de aire acondicionado","https://electricistasvalencia.eu/","Electricidad Gallardo",,,"Carrer del Navili, 5, Campanar, 46009 València, Valencia, España","258","ChIJNyrgfVhPYA0RH1QZdVElrYU"
"Taller de automóviles",,"AUTOBRILLO S.L.",,,"C/ de José Grollo, 40, BJ, Benicalap, 46025 València, Valencia, España","71","ChIJUZ1fHPNFYA0RU0DvU4htS3M"
"Taller de automóviles","https://wa.link/l5gk59","Taller mecanico | Reprogramacion Centralitas | Cesar Argarañaz",,,"C/ de Reus, 4, La Saïdia, 46009 València, Valencia, España","6","ChIJkQ5MShxPYA0RX44GV_iiMxc"
"Taller de reparación de automóviles","http://www.tallerescristobal.com/","Talleres Cristóbal S.L.",,,"C/ de Polo y Peyrolón, 46, El Pla del Real, 46021 València, Valencia, España","8","ChIJ546-hJdIYA0RkC22PSwF_gQ"
"Taller de automóviles",,"Taller Vidauto",,,"Carrer de l'Arquitecte Rodríguez, 21, Rascanya, 46019 València, Valencia, España","33","ChIJgQVKbuNHYA0RoXTo05jHZGs"
"Taller de chapa y pintura","https://talleresapariciovalencia.es/","Talleres Aparicio autochiquero | Valencia Taller de mecánica rápida | Chapa y pintura.",,,"C/ Sant Josep, 42, 46016 Tavernes Blanques, Valencia, España","370","ChIJtX0Vv-JFYA0RurJwzwbIPxY"
"Taller de automóviles","https://toldim.com/","TolDim Taller",,,"Av. del Mestre Rodrigo, 42, bajo, Campanar, 46015 València, Valencia, España","130","ChIJDYoOumJPYA0RXx1Ta_ao0Ao"
"Taller de reparación de automóviles","https://cubesa.blogspot.com/","Talleres Tatay",,,"Carrer del Monestir de Poblet, 4, Campanar, 46015 València, Valencia, España","69","ChIJ__DgZPVFYA0R80_o_A70qJA"
"Taller de reparación de automóviles",,"Mecánica general, chapa y pintura Talleres Paul",,,"Carrer de Sant Vicent de Paül, 23, Rascanya, 46019 València, Valencia, España","3","ChIJ9xWGAwRGYA0Rg0Fqge7sERw"
"Taller de reparación de automóviles",,"Talleres León",,,"C. Arzobispo Fabian i Fuero, 33, La Zaidía, 46009 València, Valencia, España","78","ChIJk799oVdPYA0RLKnBuwkB8_o"
"Taller de reparación de automóviles","https://autoya.es/?utm_source=googlemaps&utm_medium=organic&utm_campaign=gbp&utm_content=oloriz","AUTOYA – Taller mecánico Doctor Olóriz",,,"C/ del Doctor Olóriz, 3, La Saïdia, 46009 València, Valencia, España","146","ChIJs4NxYVZPYA0ReFCHiDrfcvo"
"Taller de reparación de automóviles",,"Furgotur Diesel",,,"Carrer d'Alegret, 13, Benimaclet, 46020 València, Valencia, España","14","ChIJlcb9NB5GYA0RkcRf-XEX1pw"
"Taller de reparación de automóviles","http://www.cgacarservice.com/","Talleres Azarauto",,,"Carrer de González Martí, 5, Extramurs, 46008 València, Valencia, España","131","ChIJN6awmUJPYA0Rqy04HjAil4k"
"Taller de reparación de automóviles",,"Talleres Pons y Polo",,,"Camí de Montcada, 205, Pobles del Nord, 46025 València, Valencia, España","65","ChIJQfbjMuZFYA0RAFZhlgOdcp8"
"Taller de reparación de automóviles",,"Talleres Villena Automoción",,,"Av. de Burjassot, 251, Benicalap, 46015 València, Valencia, España","37","ChIJxYXfm41FYA0RpPNy37ENVO8"
"Taller de reparación de automóviles","http://www.arvamotor.com/","TALLERES ARVAMOTOR",,,"C. de Marie Curie (Científica), 13, La Saïdia, 46009 València, Valencia, España","32","ChIJn4s1Yv5FYA0RxPzLfs00vK0"
"Taller mecánico",,"Bolauto",,,"C/ de Masquefa, 43, Benimaclet, 46020 València, Valencia, España","144","ChIJQyCD2x5GYA0Rt8rs_Bgbzp4"
"Electricista","https://www.facebook.com/profile.php?id=100083338956967","INSTALACIÓNES ELÉCTRICAS AEG",,,"C/ de la Democràcia, 5 631 07, 44 88, L'Olivereta, 46018 València, Valencia, España","114","ChIJUZ61cAVPYA0Re4zd8jAuYb8"
"Electricista",,"Carbonell Instaladores Eléctricos",,,"C/ del Pintor Matarana, 17, bajo 2, Benicalap, 46025 València, Valencia, España","14","ChIJOSpIY31BYA0Ro9hn_9o43bs"
"Electricista","http://www.cosmat.es/","Electrotecnia cosmat s.l",,,"Carrer de Miguel Galan Mestre, 8, Benicalap, 46025 València, Valencia, España","11","ChIJGcgyYbVFYA0Rree0i4jhvNw"
"Empresa de climatización",,"CLIMA&SERVICIOS",,,"Carrer del Literat Azorín, 41, L'Eixample, 46005 València, Valencia, España","8","ChIJCyAVMYFJYA0R7Ya65jYqh9w"
"Contratista de aire acondicionado","http://www.airfutur.com/","Airfutur",,,"C. Juan Ramón Jiménez, 61, Bajo, Quatre Carreres, 46026 València, Valencia, España","48","ChIJiTEqmYdfcEARt1ILTQSPRos"
"Contratista de aire acondicionado","https://naper.pro/","Naper Climatización",,,"C. de Crevillent, 6, Algirós, 46022 València, Valencia, España","105","ChIJk9wY_AJJYA0Rtty_STBSfRk"
"Contratista de aire acondicionado","https://www.aircovalvalencia.es/","Aircoval",,,"C/ del Duc de Gaeta, 56, Camins al Grau, 46022 València, Valencia, España","84","ChIJ4wT9GPNJYA0RKYAyJuywMYI"
"Contratista de aire acondicionado",,"CMR",,,"Carrer d'Ángel Villena, 10, Bajo, Quatre Carreres, 46013 València, Valencia, España","1","ChIJSUZuYZtJYA0RJ3584646khQ"
"Servicio de reparación de aire acondicionado","http://www.recambiosgia.com/","Gia Frío",,,"DIPUTADO ISIDRO ESCANDELL, 2, Ciutat Vella, 46026 València, Valencia, España","13","ChIJ4ZAxMDdGYA0RKaKaq8pEGqQ"
"Empresa de climatización",,"JC Climatización",,,"Carrer de Joan Baptista Perales, 18, B, Camins al Grau, 46022 València, Valencia, España","3","ChIJYyD7oQ1JYA0RMCPpF02jFUs"
"Empresa de climatización","https://articrefrigeracio.es/","Artic Refrigeració - Cámaras frigoríficas y aire acondicionado",,,"C/ de Llorenç Salom, 5, Jesús, 46007 València, Valencia, España","81","ChIJJWzdUNRPYA0RaC3sPcT2I2c"
"Empresa de climatización","https://climax360.es/","CLIMAX 360º",,,"Calle de Joaquín Benlloch, 33, Valencia, España 3, 46006 València, Valencia, España","12","ChIJhee8ukIW-oQRtlexWiwRZTc"
"Contratista de aire acondicionado",,"Trane Aire Acondicionado",,,"C. Esparraguera, Quatre Carreres, 46026 València, Valencia, España","1","ChIJ5w-jeixPYA0RBovfQ69vECI"
"Contratista de aire acondicionado","http://climacoolvalencia.com/","Clima Cool",,,"Camí d'Alabau, 12, Pobles del Sud, 46026 València, Valencia, España","17","ChIJy5jhNs1OYA0RPIzHB7i34c4"
"Tienda de electrodomésticos","https://www.mielectro.es/","Mi Electro - Mateo Sánchez",,,"Av. de Burjassot, 200, Benicalap, 46025 València, Valencia, España","410","ChIJn2fV1oxFYA0RRuWcC2iBX-8"
"Servicio de instalación eléctrica",,"urgencias instalaciones eléctricas.d",,,"Av. de Blasco Ibáñez, 95, Algirós, 46022 València, Valencia, España","7","ChIJI6XPwb1JYA0R2b07ZO09AwM"
"Carpintería metálica y de aluminio","http://www.redsolutions.es/","Red Solutions Redes De Protecciones",,,"C/ d'Alboraia, 42, La Saïdia, 46010 València, Valencia, España","59","ChIJ27PCfalIYA0Rj2OHSAeO5sI"
"Servicio de instalación de ventanas","https://hoco.es/ventanas-pvc-en-valencia/","Hoco Estudio Valencia",,,"C/ de la Vall de la Ballestera, 26, Campanar, 46015 València, Valencia, España","116","ChIJxRRN1mZPYA0Rj2RCP0IK7wE"
"Servicio de seguridad","http://zinak.es/","Zinak",,,"C. del Pare Ferrís, 12, Pta 6, Campanar, 46009 València, Valencia, España","27","ChIJA9UJZhhFYA0RoohNdY9XsLE"
"Tienda aire acondicionado","https://www.clival-sl.com/","Clival S.L.",,,"Carrer del Pintor Gisbert, 21, L'Eixample, 46004 València, Valencia, España","8","ChIJM4Eqq59PYA0RuKvjusr91NI"
"Contratista de aire acondicionado","http://www.climajover.com/","Clima Jover",,,"Camí Nou de Picanya, 43, Bajo, Patraix, 46014 València, Valencia, España","32","ChIJlyateA9PYA0RZwKolGazosw"
"Contratista de aire acondicionado","http://www.tecnoair.es/","TECNOAIR",,,"C.de Montesa, 40, Patraix, 46017 València, Valencia, España","17","ChIJ7w6lVz1PYA0R0a3U68AvWFE"
"Contratista de aire acondicionado","http://www.climallum.es/","ClimallumValencia",,,"Carrer del Baró de Patraix, 19, bajo izquierda, Patraix, 46018 València, Valencia, España","8","ChIJu5dCKYRPYA0RzRhPRLx5ukg"
"Contratista de aire acondicionado","https://arimaxclimatizacion.es/","Arimax Climatización",,,"C. de l'Arquitecte Segura de Lago, 34, Patraix, 46014 València, Valencia, España","54","ChIJZcX53UtPYA0Rmkm6KJlsles"
"Proveedor de sistemas de aire acondicionado",,"TurisFons",,,"C/ del 3 d'Abril de 1979, Camins al Grau, 46023 València, Valencia, España","3","ChIJ0Rb3nQZJYA0RtOsOGzeQO6M"
"Empresa de climatización","https://reparacioncalderasvalencia.eu/","Reparación Caldera Valencia",,,"C. del Duque de Calabria, 13, Ensanche, 46005 València, Valencia, España","39","ChIJC3DeL6BJYA0RjiT-q_Ps5Z8"
"Empresa de climatización","https://friconter.es/","Friconter Valencia",,,"C. de Xiva, 19, Patraix, 46018 València, Valencia, España","13","ChIJibDK6mBPYA0RyS-pPhvHoKI"
"Contratista de aire acondicionado",,"climatizaciones moreno - aire acondicionado",,,"C/ de Pius XI, 13, Patraix, 46007 València, Valencia, España",,"ChIJoQ2O7z1PYA0RR6TYYX-Ho4Q"
"Contratista de aire acondicionado",,"Iberotecnica del Clima SL",,,"C. d'Olimpia Arozena Torres, 32, L'Olivereta, 46018 València, Valencia, España","13","ChIJdy8OfGlPYA0RIygInZBfqXI"
"Contratista de aire acondicionado",,"Climatización Electro - Vima Refrigeración",,,"Carrer del Mestre Valls, 39, Camins al Grau, 46022 València, Valencia, España","9","ChIJG4ZyaYtIYA0R0cr4qip3l5I"
"Contratista de aire acondicionado","http://grimaldosclimatizacion.es/","Antonio Grimaldos S.L.",,,"C/ de Montitxelvo, 13, Quatre Carreres, 46006 València, Valencia, España","41","ChIJ8fX2ns9IYA0RPxYguywU9CA"
"Contratista de aire acondicionado",,"Acval Clima",,,"Av. del Primer de Maig, 22, Jesús, 46017 València, Valencia, España","3","ChIJc7uQoyZPYA0RNKDAe6KLKeE"
"Contratista de aire acondicionado","http://www.vilfer.es/","Vilfer",,,"Carrer de Sant Jacint Castanyeda, 19, Quatre Carreres, 46006 València, Valencia, España","13","ChIJ36XPMsRIYA0RvxhNjQz_PmY"
"Servicio de reparación de aire acondicionado",,"Técnico electricista y aires acondicionados Eder",,,"Carrer del Poeta Mas i Ros, 5, Algirós, 46021 València, Valencia, España",,"ChIJ2xNMyi17aKgRsu6B7SOSpFE"
"Tienda aire acondicionado","https://tiendas.mielectro.es/","Mi Electro - Vicente Noverges",,,"C. del Mestre Aguilar, 14, L'Eixample, 46006 València, Valencia, España","224","ChIJ6WreWMlIYA0R3hDiTV1ma1A"
"Empresa de climatización",,"Electroclima González, S.L.",,,"C/ de Pere III el Gran, 19, L'Eixample, 46005 València, Valencia, España","4","ChIJlVUVtltJYA0ReoPzTE5F2TE"
"Contratista de aire acondicionado","https://vabby.es/","Vabby",,,"C/ de les Barques, 2, 2nd floor, Ciutat Vella, 46002 València, Valencia, España","4","ChIJmeHTm73JWKERHshb-2nlgDM"
"Servicio de reparación de aire acondicionado","https://serviciodereparacion.es/servicio-tecnico-mitsubishi-electric-valencia/","Servicio Técnico Mitsubishi Valencia - G&E",,,"Carrer de Joaquín Benlloch, 65, bajo, Quatre Carreres, 46026 València, Valencia, España","54","ChIJH0cM_UBJYA0RqPZEFR250IM"
"Tienda aire acondicionado","https://www.pascualmarti.es/tiendas/tienda-calle-cuenca/","Pascual Martí, Valencia",,,"C/ de Conca, 82 y 84, Patraix, 46007 València, Valencia, España","1438","ChIJD3AHyzhPYA0RwXM7v7qfrYE"
"Empresa de climatización",,"Innova Climate Services ICS",,,"Calle José, C. de Juan Reus Parra, 8, Poblados del Sur, 46017 València, Valencia, España","12","ChIJhfaktnlPYA0R6GLbjU9HUHI"
"Contratista de aire acondicionado","http://www.humifred.com/","Humifred Santacreu, S.L",,,"Pl. del Perú, 3, Quatre Carreres, 46026 València, Valencia, España","16","ChIJAd5vcStPYA0RC_CFUmdFLHY"
"Servicio de reparación de aire acondicionado",,"Kide",,,"Av. del Doctor Tomàs Sala, 49, Jesús, 46017 València, Valencia, España","1","ChIJD2fwOiFPYA0Rhh0XaUDSr-Y"
,,"Servicio técnico de aire acondicionado Baxi Samsung",,,"Carrer de Sant Vicent Màrtir, 85, Extramurs, 46007 València, Valencia, España",,"ChIJEeduOgBPYA0RBO5w8bVKQ7Y"
"Empresa de climatización",,"Climatizacion Patraix Caldera y aire acondicionado",,,"Carrer del Baró de Patraix, 16, Patraix, 46018 València, Valencia, España","1","ChIJv5Bed-ZPYA0RpxdpzLUZeYg"
"Cámara","https://br.bluepillow.com/search/62de8878de4e4eebed121eaf?dest=ago&cat=Vacation+rental+(other)&lat=39.4545&lng=-0.38657&language=pt","Piso recien reformado con aire acondicionado",,,"Jesús, 46007 Valencia, España",,"ChIJVaYSKiVPYA0Rbe-wnYH7xY4"
"Contratista de aire acondicionado","https://www.reparacionesvalencia.com.es/Mitsubishi.html","Reparacion aire acondicionado Valencia unida",,,"Av. d'Ausiàs March, 14D, Quatre Carreres, 46004 València, Valencia, España","4","ChIJS87mDthPYA0RauaQsrIBNfQ"
"Gimnasio","https://www.basic-fit.com/es-es/clubs/basic-fit-valencia-plaza-de-fray-luis-colomer-d0a886a93b8542d8ba7656d1f0f27ba5.html?utm_medium=yext&utm_source=gmb","Basic-Fit",,,"Plaça de Fra Lluís Colomer, 4, Algirós, 46021 València, Valencia, España","867","ChIJjcTt2x9JYA0Ro51ybw-Xsnc"
"Compañía eléctrica","http://www.electricidadcheca.com/","Electricidad Checa",,,"C/ dels Germans Villalonga, 3, Benimaclet, 46020 València, Valencia, España","42","ChIJ432MS6BIYA0Rs48zIAgwj4w"
"Club de natación","https://clubvalencianodenatacion.es/","Club Valenciano de Natación",,,"Camino Viejo de Carpesa a Moncada, sn, 46025 València, Valencia, España","690","ChIJd1N0AtlFYA0RG3B3bYFnN7s"
"Gimnasio","http://www.okinawa.es/","Gimnasio Deportivo Okinawa Valencia",,,"C. del Pare Ferrís, 28, Campanar, 46009 València, Valencia, España","277","ChIJDTpRDVhPYA0RY9xAWqjVb4I"
"Centro deportivo","http://www.crossfitvlc.com/","VLC Fitness",,,"Av. del Mestre Rodrigo, 97, Campanar, 46015 València, Valencia, España","353","ChIJRwWdF3tPYA0RWm4O0WODKvU"
"Gimnasio","http://fitnesspark.es/club/valencia-nou-mestalla/?utm_source=GMB&utm_medium=organic","Fitness Park Valencia - Nou Mestalla",,,"C. del Doctor Nicasi Benlloch, 29, Benicalap, 46015 València, Valencia, España","299","ChIJK_5AITVFYA0RILG3OpDdudg"
"Empresa de escayolas","http://escayolasypladurpardo.com/","Escayolas Y Pladur Pardo",,,"Carrer del Garbí, 19, BAJO, Benicalap, 46015 València, Valencia, España","134","ChIJwQXGUZpPYA0RSzYi2n6hoBQ"
"Gimnasio","https://www.vivagym.com/es-es/gimnasios/valencia/capital/pio-xii/?utm_campaign=250922_es_gmb_conversion_generic_pio-xii&utm_medium=organic&utm_source=gmb","Gimnasio VivaGym Pio XII",,,"Plaça del Pare Domènech, 5, Campanar, 46009 València, Valencia, España","398","ChIJa3W65V1PYA0RVXuEpJsCQMs"
"Proveedor de ventanas PVC","https://www.cerramientos-valencia.com/es/","Cerramientos Monteval",,,"Avinguda del Cardenal Benlloch, 104, Bajo Derecha, Algirós, 46021 València, Valencia, España","30","ChIJU66SxY9IYA0R9Inh8NqSrK8"
"Polideportivo","http://www.fdmvalencia.es/es/instalaciones/poliesportiu-el-carmen-2/","Polideportivo El Carmen | Piscina - Gimnasio",,,"Carrer del Dr. Chiarri, 7, Ciutat Vella, 46003 València, Valencia, España","435","ChIJuwINbFFPYA0RcOA4sVZpjTE"
"Empresa de climatización","https://climasolucionesvalencia.com/","CLIMA SOLUCIONES VALENCIA S.L",,,"C/ de la Fonteta de Sant Lluís, 45, bajo, Quatre Carreres, 46006 València, Valencia, España","34","ChIJ-XcAjZ5JYA0ROBX7nxQQqvM"
"Empresa de climatización","https://www.salvadorescoda.com/","SALVADOR ESCODA",,,"Carrer Rio Eresma, s/n, Quatre Carreres, 46026 València, Valencia, España","166","ChIJs9DvkStPYA0R93MONBBGTO8"
"Empresa de climatización","https://extraccionesturia.com/","Extracciones Turia",,,"Carrer de l'Humanista Furió, 35, Algirós, 46022 València, Valencia, España",,"ChIJAzhFY2tJYA0RlzfF4xiVe94"
"Departamento",,"RUZAFA CENTRO AIRE ACONDICIONADO WiFi",,,"Ensanche, 46006 Valencia, España","16","ChIJEwTW2stIYA0RS7l8SHG9rgI"
"Contratista de aire acondicionado",,"Servicio técnico Baxi Samsung aire acondicionado",,,"Carrer de Sant Vicent Màrtir, 85, Extramurs, 46007 València, Valencia, España","9","ChIJ6wrvmklPYA0ROU8MyBM5JYI"
"Empresa de aislamientos","http://www.camarasfrigorificas.es/","Cámaras Frigoríficas Valencia - Isotermia",,,"Carrer del Mestre Valls, 39, Camins al Grau, 46022 València, Valencia, España","2","ChIJyYhcaYtIYA0RR88iJHLgFgw"
"Taller de reparación de automóviles","http://www.boschvilata.com/","Aire acond coche VILATA S.L.",,,"C/ dels Sants Just i Pastor, 17, Algirós, 46021 València, Valencia, España","306","ChIJibvXVZFIYA0RpgEoi9vo4Lw"
"Empresa de climatización","http://bon-confort.com/","Bon Confort",,,"C/ d'Isaac Peral, 11, Poblats Marítims, 46024 València, Valencia, España","5","ChIJG8Ev2vVIYA0RxPMuORsfwl8"
